codigo_da_mantenedora,name,cnpj,nome_da_mantenedora,natureza_juridica_da_mantenedora,codigo_da_ies,sigla_da_ies,categoria_administrativa_da_ies,organizacao_academica_da_ies,sistema_de_ensino_da_ies,ies_comunitaria_sn,ies_confessional_sn,ies_filantropica_sn,logradouro,cep,codigo_do_municipio_ibge,municipio,uf,telefone,fax,e_mail,site,representante_legal,conceito_institucional_ci,ano_do_ci,indice_geral_de_cursos_igc,ano_do_igc,ato_de_credenciamento,data_do_ato_de_credenciamento,ato_de_recredenciamento,data_do_ato_de_recredenciamento
16798,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,78.680.337/0001-84,UNIVERSIDADE ESTADUAL DO OESTE DO PARANA,Pessoa Jurídica de Direito Público - Estadual,609,UNIOESTE,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"RUA UNIVERSITÁRIA, 1619, JARDIM UNIVERSITÁRIO",85819110,4104808,CASCAVEL,PR,4532203060,,gabinete@unioeste.br,www.unioeste.br,ALEXANDRE ALMEIDA WEBBER,,,4,2018,8464,16/1/1987,1784-A,28/12/1994
37,UNIVERSIDADE ESTADUAL DO PARANÁ,77.046.951/0001-26,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,Pessoa Jurídica de Direito Público - Estadual,18492,UNESPAR,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"AVENIDA RIO GRANDE DO NORTE, 858, - ATÉ 1749/1750, CENTRO",87701020,4118402,PARANAVAÍ,PR,41 32817333,41 32817340,carlosaleixo9@yahoo.com.br;carlos.aleixo@unespar.edu.br,www.unespar.edu.br,MÁRIO CÂNDIDO DE ATHAYDE JÚNIOR,,,3,2018,9.538,5/12/2013,,
512,UNIVERSIDADE ESTADUAL DO PIAUÍ,07.471.758/0001-57,FUNDACAO UNIVERSIDADE ESTADUAL DO PIAUI FUESPI,Pessoa Jurídica de Direito Público - Estadual,756,UESPI,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"RUA JOÃO CABRAL, 2231, PIRAJÁ",64002150,2211001,TERESINA,PI,(86) 32137855 /(86)3213-8080,(86)3213-7392,censo.uespi.tn@gmail.com,www.uespi.br,NOUGA CARDOSO BATISTA,,,3,2018,4230,1/8/1988,,
16399,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,04.732.975/0001-65,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,Pessoa Jurídica de Direito Público - Estadual,3336,UERGS,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"RUA SETE DE SETEMBRO, 1.156, CENTRO",90010191,4314902,PORTO ALEGRE,RS,(51) 3288 9005,(51) 3288 9005,gabinete@uergs.edu.br,www.uergs.edu.br,LEONARDO ALVIM BEROLDT DA SILVA,,,4,2018,11.646,11/7/2001,1.150,16/10/2002
457,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,13.069.489/0001-08,AUTARQUIA UNIVERSIDADE DO SUDOESTE,Pessoa Jurídica de Direito Público - Estadual,688,UESB,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"ESTRADA DO BEM QUERER - KM 04, S/N, ZONA RURAL",45083900,2933307,VITÓRIA DA CONQUISTA,BA,(77) 3424 8728,(77) 3424 8604,ga@uesb.edu.br,www.uesb.br,LUIZ OTAVIO DE MAGALHAES,,,4,2018,12,30/12/1980,7.344,27/5/1998
573,UNIVERSIDADE ESTADUAL DO TOCANTINS,01.637.536/0001-85,FUNDACAO UNIVERSIDADE DO TOCANTINS - UNITINS,Pessoa Jurídica de Direito Público - Estadual,829,UNITINS,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"108 SUL AL. 11, 03, ALAMEDA 11, CENTRO",77020122,1721000,PALMAS,TO,(63) 3218 2939 ou 3218-2940,,augusto.rc@unitins.br; arlenes.ds@unitins.br;gildasio@lupa-rj.com.br,www.unitins.br,AUGUSTO DE REZENDE CAMPOS,,,3,2018,252,21/2/1990,4.898,30/9/2013
17109,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,48.031.918/0001-24,UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO,Pessoa Jurídica de Direito Público - Estadual,56,UNESP,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"RUA QUIRINO DE ANDRADE, 215, CENTRO",1049010,3550308,SÃO PAULO,SP,(11) 5627.0233,(11) 5627 0201/5627 0202,alexandre.pazoti@unesp.br,www.unesp.br,SANDRO ROBERTO VALENTINI,,,5,2018,952,30/1/1976,,
75,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ,07.821.622/0001-20,UNIVERSIDADE ESTADUAL VALE DO ACARAU,Pessoa Jurídica de Direito Público - Estadual,95,UVA,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"AVENIDA DA UNIVERSIDADE, 850, BETÁNIA",62040370,2312908,SOBRAL,CE,(88) 3677-4229 / (88) 3677-4223,(88) 3613 1866,reitoria@uvanet.br,www.uvanet.br,FABIANNO CAVALCANTE DE CARVALHO,,,3,2018,214,26/11/1968,12.077-A,22/4/1993
15594,UNIVERSIDADE FEDERAL DA BAHIA,15.180.714/0001-04,UNIVERSIDADE FEDERAL DA BAHIA,Pessoa Jurídica de Direito Público - Federal,578,UFBA,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"RUA AUGUSTO VIANA, S/N, CAMPUS UNIVERSITARIO CANELA, CANELA",40110060,2927408,SALVADOR,BA,(71) 3283-7000,(71) 3283-7027,gabinete@ufba.br,www.portal.ufba.br,JOAO CARLOS SALLES PIRES DA SILVA,4,2009,4,2018,9155,12/4/1946,1266 de 16/09/2011,19/9/2011
14750,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,11.234.780/0001-50,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS,Pessoa Jurídica de Direito Público - Federal,15121,UFFS,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"AVENIDA FERNANDO MACHADO - E, 108E, CENTRO",89802112,4204202,CHAPECÓ,SC,(49) 2049 3702 ou 3705,(49) 2049 3702,recktenvald@uffs.edu.br,http://www.uffs.edu.br,MARCELO RECKTENVALD,,,4,2018,12.029,17/9/2009,,
15600,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,11.806.275/0001-33,UNIVERSIDADE FEDERAL DA INTEGRACAO LATINO-AMERICANA,Pessoa Jurídica de Direito Público - Federal,15001,UNILA,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"AVENIDA SÍLVIO AMÉRICO SASDELLI, 1842, VILA RESIDENCIAL A",85866000,4108304,FOZ DO IGUAÇU,PR,+55 (45) 35292847,+ 55 (45) 35292847,reitoria.gabinete@unila.edu.br,http://www.unila.edu.br/,GLEISSON ALISSON PEREIRA DE BRITO,4,2016,4,2018,12.189,13/1/2010,,
15590,UNIVERSIDADE FEDERAL DA PARAÍBA,24.098.477/0001-10,UNIVERSIDADE FEDERAL DA PARAIBA,Pessoa Jurídica de Direito Público - Federal,579,UFPB,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"CIDADE UNIVERSITÁRIA, S/N, CAMPUS I, CASTELO BRANCO",58051900,2507507,JOÃO PESSOA,PB,(83) 3216 7150,(83) 3225 1901,cra@prg.ufpb.br;cpa@reitoria.ufpb.br;evandro@nti.ufpb.br,www.ufpb.br,MARGARETH DE FATIMA FORMIGA MELO DINIZ,4,2013,4,2018,1.366,4/12/1955,60 de 18/01/2017,19/1/2017
15601,UNIVERSIDADE FEDERAL DE ALAGOAS,24.464.109/0001-48,UNIVERSIDADE FEDERAL DE ALAGOAS,Pessoa Jurídica de Direito Público - Federal,577,UFAL,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"AV. LOURIVAL DE MELO MOTA, S/N, CAMPUS A. C. SIMÕES - CIDADE UNIVERSITÁRIA, TABULEIRO DO MARTINS",57072970,2704302,MACEIÓ,AL,(82) 3214 1767,,gr@reitoria.ufal.br;pi@reitoria.ufal.br,www.ufal.edu.br,DEYWID WAGNER DE MELO,4,2018,4,2018,3867,27/1/1961,,
15031,UNIVERSIDADE FEDERAL DE ALFENAS,17.879.859/0001-15,UNIVERSIDADE FEDERAL DE ALFENAS - UNIFAL-MG,Pessoa Jurídica de Direito Público - Federal,595,UNIFAL-MG,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"RUA GABRIEL MONTEIRO DA SILVA, 700, CENTRO",37130001,3101607,ALFENAS,MG,(35)37019004,(35)37019006,reitoria@unifal-mg.edu.br,www.unifal-mg.edu.br,SANDRO AMADEU CERVEIRA,4,2017,4,2018,657,11/9/1915,1905 de 31/10/2019.,4/11/2019
14341,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,05.055.128/0001-76,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,Pessoa Jurídica de Direito Público - Federal,2564,UFCG,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"RUA APRÍGIO VELOSO, 882, BODOCONGÓ",58109900,2504009,CAMPINA GRANDE,PB,(83) 2101 1467,(83) 2101 1046,reitor@ufcg.edu.br,www.ufcg.edu.br,VICEMARIO SIMOES,3,2009,4,2018,10.419,10/4/2002,40 de 22/01/2013,23/1/2013
17816,UNIVERSIDADE FEDERAL DE CATALÃO,35.834.377/0001-20,UNIVERSIDADE FEDERAL DE CATALAO,Pessoa Jurídica de Direito Público - Federal,25274,UFCAT,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,N,"AVENIDA DOUTOR LAMARTINE PINTO DE AVELAR, 1120, LOTEAMENTO VILA CHAUD",75704020,5205109,CATALÃO,GO,(64) 3441-5300,,roselma@ufg.br,,ROSELMA LUCCHESE,,,,,13.634,21/3/2018,,
14856,UNIVERSIDADE FEDERAL DE GOIÁS,01.567.601/0001-43,UNIVERSIDADE FEDERAL DE GOIAS,Pessoa Jurídica de Direito Público - Federal,584,UFG,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"RODOVIA GOIÂNIA NERÓPOLIS, KM 12, PRÉDIO DA REITORIA, CAMPUS SAMAMBAIA",74001970,5208707,GOIÂNIA,GO,(62) 3521 1063,(62) 3521 1200,reitoria@ufg.br;secretaria.reitoria@ufg.br,www.ufg.br,EDWARD MADUREIRA BRASIL,4,2015,4,2018,3834-C,20/12/1960,529 de 21/06/2016,22/6/2016
9050,UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI,21.040.001/0001-30,UNIVERSIDADE FEDERAL DE ITAJUBA,Pessoa Jurídica de Direito Público - Federal,598,UNIFEI,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"AVENIDA BPS, 1303, CAMPUS PROFESSOR JOSÉ RODRIGUES SEABRA, PINHEIRINHO",37500903,3132404,ITAJUBÁ,MG,(35)36291108,,reitoria@unifei.edu.br;pi@unifei.edu.br,www.unifei.edu.br,,4,2016,4,2018,9.990,8/1/1913,624 de 04/07/2018.,5/7/2018
17824,UNIVERSIDADE FEDERAL DE JATAÍ,35.840.659/0001-30,UNIVERSIDADE FEDERAL DE JATAI,Pessoa Jurídica de Direito Público - Federal,25282,UFJ,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,N,"RODOVIA BR-364, SETOR FRANCISCO ANTÔNIO",75801615,5211909,JATAÍ,GO,(64) 3606 8279 ,,secretariaexecutiva.jatai@ufg.br,,AMERICO NUNES DA SILVEIRA NETO,,,,,13.635,21/3/2018,,
15648,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,21.195.755/0001-69,UNIVERSIDADE FEDERAL DE JUIZ DE FORA UFJF,Pessoa Jurídica de Direito Público - Federal,576,UFJF,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"CAMPUS UNIVERSITÁRIO, S/N, UFJF, SÃO PEDRO",36036900,3136702,JUIZ DE FORA,MG,(32)2102-3903,(32) 2102 3903,piufjf.regulacao@gmail.com,www.ufjf.br,MARCUS VINÍCIUS DAVID,4,2010,4,2018,3.858,23/12/1960,1441 de 07/10/2011,10/10/2011
8137,UNIVERSIDADE FEDERAL DE LAVRAS,22.078.679/0001-74,UNIVERSIDADE FEDERAL DE LAVRAS,Pessoa Jurídica de Direito Público - Federal,592,UFLA,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"PRAÇA PROF. EDMIR SÁ SANTOS, S/N, CAMPUS UNIVERSITÁRIO",37200000,3138203,LAVRAS,MG,(35) 3829-1546,,dias@ufla.br;claudiapontello@hotmail.com,www.ufla.br,JOSE ROBERTO SOARES SCOLFORO,5,2013,5,2018,4.307,14/1/1964,433 de 29/04/2015,30/4/2015
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,33.004.540/0001-00,FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO,Pessoa Jurídica de Direito Público - Federal,1,UFMT,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"AVENIDA FERNANDO CORREA DA COSTA, 2367, CIDADE UNIVERSITÁRIA, BOA ESPERANÇA",78060900,5103403,CUIABÁ,MT,(65) 3615 8302,(65) 3615 8204,ufmt@ufmt.br,www.ufmt.br,MYRIAN THEREZA DE MOURA SERRA,3,2010,4,2018,5647,14/12/1970,912 de 12/07/2011,13/7/2011
462,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,15.461.510/0001-33,FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,Pessoa Jurídica de Direito Público - Federal,694,UFMS,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"AV. COSTA E SILVA, S/N, CIDADE UNIVERSITÁRIA",79070900,5002704,CAMPO GRANDE,MS,(67) 3345-7010 E/OU 3345-7017,(67)  3345 - 7015,reitoria@ufms.br,www.ufms.br,MARCELO AUGUSTO SANTOS TURINE,3,2009,4,2018,6674,5/7/1979,319,17/4/2013
15515,UNIVERSIDADE FEDERAL DE MINAS GERAIS,17.217.985/0001-04,UNIVERSIDADE FEDERAL DE MINAS GERAIS,Pessoa Jurídica de Direito Público - Federal,575,UFMG,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"AVENIDA ANTONIO CARLOS, 6627, PAMPULHA",31270901,3106200,BELO HORIZONTE,MG,(31) 3409 4124,,reitor@ufmg.br;info@dai.ufmg.br,http://www.ufmg.br,SANDRA REGINA GOULART ALMEIDA,5,2017,5,2018,956,7/9/1927,589 de 13/03/2019.,14/3/2019
6,UNIVERSIDADE FEDERAL DE OURO PRETO,23.070.659/0001-10,UNIVERSIDADE FEDERAL DE OURO PRETO,Pessoa Jurídica de Direito Público - Federal,6,UFOP,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"RUA DIOGO DE VASCONCELOS, 122, CENTRO",35400000,3146107,OURO PRETO,MG,(31)3559-1218,(31)3559-1228,reitoria@ufop.edu.br,www.ufop.br,CLAUDIA APARECIDA MARLIERE DE LIMA,4,2013,4,2018,778,22/8/1969,746 de 20/07/2016,21/7/2016
410,UNIVERSIDADE FEDERAL DE PELOTAS,92.242.080/0001-00,UNIVERSIDADE FEDERAL DE PELOTAS,Pessoa Jurídica de Direito Público - Federal,634,UFPEL,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"RUA GOMES CARNEIRO, 1, CENTRO",96010610,4314407,PELOTAS,RS,53 3284 4001,(53) 3284 4003,reitor@ufpel.edu.br,www.ufpel.edu.br,PEDRO RODRIGUES CURI HALLAL,4,2017,4,2018,49529,13/12/1960,484 de 22/05/2018.,23/5/2018
15538,UNIVERSIDADE FEDERAL DE PERNAMBUCO,24.134.488/0001-08,UNIVERSIDADE FEDERAL DE PERNAMBUCO,Pessoa Jurídica de Direito Público - Federal,580,UFPE,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"AV. PROF. MORAES REGO, 1.235, CIDADE UNIVERSITÁRIA",50670901,2611606,RECIFE,PE,81 2126 8001,81 2126 8029,gabinete@ufpe.br,www.ufpe.br,ALFREDO MACEDO GOMES,4,2009,4,2018,9.388,20/6/1946,1673,29/11/2011
541,UNIVERSIDADE FEDERAL DE RORAIMA,34.792.077/0001-63,UNIVERSIDADE FEDERAL DE RORAIMA,Pessoa Jurídica de Direito Público - Federal,789,UFRR,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"AVENIDA CAPITÃO ENE GARCEZ, 2413, AEROPORTO",69310000,1400100,BOA VISTA,RR,(95) 3621 3100/(95) 3621 3102,(95) 36213101,reitoria@ufrr.br;chefiadegabinete@ufrr.br;proreitor@proeg.ufrr.br,www.ufrr.br,JEFFERSON FERNANDES DO NASCIMENTO,3,2010,3,2018,7364,13/9/1985,98127,11/9/1989
15593,UNIVERSIDADE FEDERAL DE SANTA CATARINA,83.899.526/0001-82,UNIVERSIDADE FEDERAL DE SANTA CATARINA,Pessoa Jurídica de Direito Público - Federal,585,UFSC,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"CAMPUS UNIVERSITÁRIO, S/N, TRINDADE",88040900,4205407,FLORIANÓPOLIS,SC,(48) 3721 6018,(48) 3234 4069,gr@contato.ufsc.br,www.ufsc.br,UBALDO CESAR BALTHAZAR,4,2009,5,2018,3.849*,21/12/1960,134 de 27/02/2013,28/2/2013
14678,UNIVERSIDADE FEDERAL DE SANTA MARIA,95.591.764/0001-05,UNIVERSIDADE FEDERAL DE SANTA MARIA,Pessoa Jurídica de Direito Público - Federal,582,UFSM,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"CIDADE UNIVERSITÁRIA PROF. JOSÉ MARIANO DA ROCHA FILHO, AVENIDA RORAIMA, 1000, CAMPUS  - SANTA MARIA - CAMOBI, CAMOBI",97105900,4316907,SANTA MARIA,RS,(55) 3220 8000,(55) 3220 8001,gabinetereitor@ufsm.br,www.ufsm.br,PAULO AFONSO BURMANN,3,2009,4,2018,3834 - C*,20/12/1960,505 de 02/05/2011,3/5/2011
1302,UNIVERSIDADE FEDERAL DE SÃO CARLOS,45.358.058/0001-40,FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS,Pessoa Jurídica de Direito Público - Federal,7,UFSCAR,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"VIA WASHINGTON  LUIS, KM 235, S/Nº, MONJOLINHO",13565905,3548906,SÃO CARLOS,SP,(16) 3351 8111,(16) 3361 2081,reitoria@ufscar.br,www.ufscar.br,WANDA APARECIDA MACHADO HOFFMANN,4,2009,5,2018,62.758,23/5/1968,721 de 08/08/2013,9/8/2013
81,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,21.186.804/0001-05,UNIVERSIDADE FEDERAL DE SAO JOAO DEL-REI,Pessoa Jurídica de Direito Público - Federal,107,UFSJ,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"PRAÇA FREI ORLANDO, 170, CENTRO",36307352,3162500,SÃO JOÃO DEL REI,MG,(32) 3379-5801/ 3379-5805,(32) 3379-5805,reitoria@ufsj.edu.br,http://www.ufsj.edu.br/,SERGIO AUGUSTO ARAUJO DA GAMA CERQUEIRA,4,2015,4,2018,7.555,23/12/1986,875 de 12/08/2016,15/8/2016
9144,UNIVERSIDADE FEDERAL DE SÃO PAULO,60.453.032/0001-74,UNIVERSIDADE FEDERAL DE SAO PAULO,Pessoa Jurídica de Direito Público - Federal,591,UNIFESP,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"RUA SENA MADUREIRA, 1500, VILA CLEMENTINO",4021001,3550308,SÃO PAULO,SP,(11) 5083-2120,(11) 5083-2120,reitoria@unifesp.br,www.unifesp.br,SORAYA SOUBHI SMAILI,5,2017,5,2018,2.703,31/5/1938,1.308,11/10/2017
3,UNIVERSIDADE FEDERAL DE SERGIPE,13.031.547/0001-04,FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,Pessoa Jurídica de Direito Público - Federal,3,UFS,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"AVENIDA MARECHAL RONDON, S/N, JARDIM ROSA ELZE",49100000,2806701,SÃO CRISTÓVÃO,SE,(79) 3194-6404,,gabinete@ufs.br,www.ufs.br,ANGELO ROBERTO ANTONIOLLI,3,2009,4,2018,269,28/2/1967,1096 de 31/08/2012,4/9/2012
9140,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,25.648.387/0001-18,UNIVERSIDADE FEDERAL DE UBERLANDIA,Pessoa Jurídica de Direito Público - Federal,17,UFU,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"AVENIDA JOÃO NAVES DE ÁVILA, 2121, SANTA MÔNICA",38400902,3170206,UBERLÂNDIA,MG,(34)3239-4411,(34)3235-0099,reitoria@ufu.br,www.ufu.br,VALDER STEFFEN JÚNIOR,4,2009,4,2018,762,15/8/1969,1093 de 31/08/2012,4/9/2012
15588,UNIVERSIDADE FEDERAL DE VIÇOSA,25.944.455/0001-96,UNIVERSIDADE FEDERAL DE VICOSA,Pessoa Jurídica de Direito Público - Federal,8,UFV,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"AV. P.H. ROLFS, S/N, CAMPUS UNIVERSITÁRIO, CAMPUS UNIVERSITÁRIO",36570000,3171303,VIÇOSA,MG,(31)3612-1001,,reitoria@ufv.br,www.ufv.br,DEMÉTRIUS DAVID DA SILVA,4,2009,5,2018,6.053,31/3/1922,1091 de 31/08/2012,4/9/2012
381,UNIVERSIDADE FEDERAL DO ACRE,04.071.106/0001-37,FUNDACAO UNIVERSIDADE FEDERAL DO ACRE,Pessoa Jurídica de Direito Público - Federal,549,UFAC,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"CAMPUS UNIVERSITÁRIO, 6637, BR 364, KM 04, DISTRITO INDUSTRIAL",69915900,1200401,RIO BRANCO,AC,(68) 3901 2571,,reitoria@ufac.br,http://www.ufac.br,MARGARIDA DE AQUINO CUNHA,4,2016,3,2018,68567,3/5/1971,315 de 08/03/2017,9/3/2017
17817,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,35.872.812/0001-01,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO - UFAPE,Pessoa Jurídica de Direito Público - Federal,25275,UFAPE ,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,N,,,,,,(87) 37645551,,diretor.geral.uag@ufrpe.br,,AIRON APARECIDO SILVA DE MELO,,,,,,,,
574,UNIVERSIDADE FEDERAL DO AMAPÁ,34.868.257/0001-81,FUNDACAO UNIVERSIDADE FEDERAL DO AMAPA,Pessoa Jurídica de Direito Público - Federal,830,UNIFAP,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"RODOVIA JUSCELINO KUBITSCHEK, S/N, KM 2, ZERÃO",68902280,1600303,MACAPÁ,AP,(96) 3312-1705,,unifap@unifap.br;pi@unifap.br;prograd@unifap.br;reitor@unifap.br;dav@unifap.br,http://www.unifap.br,JÚLIO CÉSAR SÁ DE OLIVEIRA,2,2015,3,2018,98997,5/3/1990,,
4,UNIVERSIDADE FEDERAL DO AMAZONAS,04.378.626/0001-97,FUNDACAO UNIVERSIDADE DO AMAZONAS,Pessoa Jurídica de Direito Público - Federal,4,UFAM,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"AV. RODRIGO OTÁVIO, 6200, CAMPUS UNIVERSITÁRIO, COROADO II",69077000,1302603,MANAUS,AM,(92) 3305-4513,(92) 3305-4532,gabinete@ufam.edu.br,www.ufam.edu.br,SYLVIO MARIO PUGA FERREIRA,4,2019,4,2018,4069-A,27/6/1962,38 de 13/01/2012,16/1/2012
16116,UNIVERSIDADE FEDERAL DO CARIRI,18.621.825/0001-99,UNIVERSIDADE FEDERAL DO CARIRI-UFCA,Pessoa Jurídica de Direito Público - Federal,18759,UFCA,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"AV. TENENTE RAIMUNDO ROCHA, 1639, CIDADE UNIVERSITÁRIA",63048080,2307304,JUAZEIRO DO NORTE,CE,88-3221-9200,,reitor@ufca.edu.br,www.ufca.edu.br,RICARDO LUIZ LANGE NESS,4,2019,4,2018,12826,6/6/2013,,
15439,UNIVERSIDADE FEDERAL DO CEARÁ,07.272.636/0001-31,UNIVERSIDADE FEDERAL DO CEARA,Pessoa Jurídica de Direito Público - Federal,583,UFC,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"AV. DA UNIVERSIDADE, 2853, BENFICA., 2853, BENFICA",60020181,2304400,FORTALEZA,CE,(85) 3366 7301/(85) 33667348/ (85) 33669020,(85) 3366 7308,greitor@ufc.br;prplufc@ufc.br;copav@prograd.ufc.br,www.ufc.br,JOSE CANDIDO LUSTOSA BITTENCOURT DE ALBUQUERQUE,5,2017,4,2018,2373,23/12/1954,1360 de 27/10/2017,30/10/2017
17818,UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,33.519.114/0001-00,UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA - UFDPAR,Pessoa Jurídica de Direito Público - Federal,25277,UFDPAR,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,N,"AVENIDA SÃO SEBASTIÃO, 2.819, - ATÉ 2819 - LADO ÍMPAR, NOSSA SENHORA DE FÁTIMA",64202020,2207702,PARNAÍBA,PI,(86) 3323 5125,,reitoriacmrv@ufpi.edu.br,,ALEXANDRO MARINHO OLIVEIRA,,,,,13.651,12/4/2018,,
15591,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,32.479.123/0001-43,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,Pessoa Jurídica de Direito Público - Federal,573,UFES,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"AV. FERNANDO FERRARI, 514, GOIABEIRAS., 514, CAMPUS UNIVERSITÁRIO, GOIABEIRAS",29075910,3205309,VITÓRIA,ES,(27) 4009 2200,(27) 4009 2818,reitor@ufes.br,www.ufes.br,REINALDO CENTODUCATTE,4,2010,4,2018,3.868 *,30/1/1961,1664 de 28/11/2011,29/11/2011
461,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,34.023.077/0001-07,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,Pessoa Jurídica de Direito Público - Federal,693,UNIRIO,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"AVENIDA PASTEUR, 296, URCA",22290240,3304557,RIO DE JANEIRO,RJ,(21)2542-7350/(21)2542-4067,(21)2542-5537,reitor@unirio.br; pi@unirio.br,www.unirio.br,RICARDO SILVA CARDOSO,3,2018,4,2018,773*,21/8/1969,1653 de 19/09/2019.,23/9/2019
2497,UNIVERSIDADE FEDERAL DO MARANHÃO,06.279.103/0001-19,FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO,Pessoa Jurídica de Direito Público - Federal,548,UFMA,PÚBLICA FEDERAL,UNIVERSIDADE,F,N,N,,"AVENIDA DOS PORTUGUESES, 1966, VILA BACANGA",65080805,2111300,SÃO LUÍS,MA,(98) 3272 8004 / 3272 8005,(98) 3272 8003,reitoria@ufma.br,www.ufma.br,NATALINO SALGADO FILHO,4,2013,4,2018,5152,24/10/1969,339 de 10/03/2017,13/3/2017
